timestamp,endpoint,http_code,total_time_ms
18:26:00.018,/api/intent,400,25.7
18:26:00.571,/api/agents/top?limit=50,200,27.6
18:26:01.161,/api/agents/top?limit=50,200,51.0
18:26:01.746,/api/agents/top?limit=50,200,50.5
18:26:02.298,/api/intent,400,25.1
18:26:02.882,/api/agents/top?limit=50,200,56.6
18:26:03.462,/api/agents/top?limit=50,200,50.9
18:26:04.046,/api/agents/top?limit=50,200,48.4
18:26:04.620,/api/intent,400,50.0
18:26:05.170,/api/agents/top?limit=50,200,25.8
18:26:05.718,/api/agents/top?limit=50,200,27.3
18:26:06.313,/api/agents/top?limit=50,200,58.8
18:26:06.901,/api/intent,400,55.3
18:26:07.459,/api/agents/top?limit=50,200,25.9
18:26:08.023,/api/agents/top?limit=50,200,33.8
18:26:08.570,/api/agents/top?limit=50,200,24.7
18:26:09.153,/api/intent,429,50.8
18:26:09.707,/api/agents/top?limit=50,200,31.4
18:26:10.262,/api/agents/top?limit=50,200,27.2
18:26:10.827,/api/agents/top?limit=50,200,40.6
18:26:11.371,/api/intent,429,24.3
18:26:11.916,/api/agents/top?limit=50,200,26.7
18:26:12.493,/api/agents/top?limit=50,200,49.5
18:26:13.049,/api/agents/top?limit=50,200,33.3
18:26:13.640,/api/intent,429,51.4
18:26:14.219,/api/agents/top?limit=50,200,51.6
18:26:14.795,/api/agents/top?limit=50,200,50.7
18:26:15.343,/api/agents/top?limit=50,200,28.1
18:26:15.887,/api/intent,429,25.0
18:26:16.444,/api/agents/top?limit=50,200,36.7
18:26:17.019,/api/agents/top?limit=50,200,50.4
18:26:17.599,/api/agents/top?limit=50,200,52.4
18:26:18.163,/api/intent,429,41.2
18:26:18.716,/api/agents/top?limit=50,200,25.5
18:26:19.296,/api/agents/top?limit=50,200,51.9
18:26:19.855,/api/agents/top?limit=50,200,29.3
18:26:20.418,/api/intent,429,36.9
